id,name,description,participants,looking_for,created_at,updated_at,volunteer_location,contact,highlight,progress,docs_and_demo,number_of_volunteers,accepting_volunteers,status,short_description,target_country,target_location,to_param,volunteered_users_count,project_type_list,skill_list,short_len
833,Humanner,"Humanner Linking Science and Technology to Human Centered Society

We need new tools to help us move towards distributed democracy using the possibilities offered by the new network technologies. The democratic cities of the future demand new technologies to enable us to undertake direct forms of political action and collaborative decision-making, in order to achieve a new commons oriented democracy paradigm.

A celebration of the human spirit & the limitless expression of human creative talents. 

Sharing the skills, talents & knowledge of people from any countries, diverse cultures or backgrounds - to inspire each other to higher levels of unity consciousness - manifesting a beautiful world & future for all of us.

Creating lasting and effective cultural and behavioral change means recognising and working with values.

Can we make multi-organisation collaboration easy enough that any community, however large or small, can bring together all their stakeholders at grass roots to make things happen, without relying on politics and superheroes?

""THE PROBLEM IS NOT THE LACK OF A COLLECTIVE DESIRE FOR A POSITIVE FUTURE BUT THE LACK OF A COLLECTIVE VEHICLE FOR POSITIVE ACTIONS""

Would you be interested help this challenging project? 
- Collective Holistic Social Innovation Ecosystem - 
https://devpost.com/software/humanner 

Project page -  
https://devpost.com/software/humanner/joins/iG6gsGSB6UHW_Y5uBMnXPw 

Slack -  
https://join.slack.com/t/a-humanner/shared_invite/zt-dk1odnvr-TTN25D9AUN2zQuIUkKBbSw 

Please join and help us with your knowledge and experience 
Looking forward our contribution  

Janos 
 ",https://devpost.com/software/humanner,We would like to welcome any help in human and creative fields build out community valuse chain with the right message,2020-05-13 19:16:25.514000-07:00,2020-05-17 13:47:10.876000-07:00,Virtual,Slack -   https://join.slack.com/t/a-humanner/shared_invite/zt-dk1odnvr-TTN25D9AUN2zQuIUkKBbSw ,True,We are ready to go to concemt stage,"https://devpost.com/software/humanner

",50-100,True,Just started,Collective Holistic Social Innovation Ecosystem Management ,Global,,833-humanner,10,"['E-Learning', 'Job placement', 'Help out communities', 'Map volunteers to needs', 'Social giving', 'Track the outbreak', 'News and information', 'Treatment R&D', 'Mental health', 'Other']","['Analytics', 'Community Outreach', 'Content', 'Funding', 'Localization', 'Marketing', 'Operations', 'PM', 'Social Media', 'Training Development', 'Volunteer vetting', 'Anything']",59
797,Deliverybot.ai,"Our team is creating a delivery bot that:
- Costs under $100 to make or buy
- Is open source
- Runs on your mobile phone",We've partnered with a search engine startup. ,"- ML work
- Mechanical design
- 3D print design",2020-04-30 19:14:20.858000-07:00,2020-04-30 19:14:20.858000-07:00,Remote,josh@sirchit.com,False,In the beginning...,More upon request,1-10,True,In progress,Open source low cost delivery robot with a smartphone brain,Global,,797-deliverybot-ai,1,"['Help out communities', 'Reduce spread', 'Social giving']","['Design', 'Operations', 'Software', 'Funding', 'Manufacturing']",59
642,ImmuneCorps,"ImmuneCorps aims to aggregate an army of those recovered from COVID-19 and are low-risk to the virus, who can use this platform to help the most high-risk among us navigate the pandemic and its aftermath. For now, we have to do the best we can for each other, with the young and healthy assuming some risk when volunteering to help their neighbors.","Technical: Zeroqode 
Community: Kendrick Nguyen, Shrina Kurani, Nick Marshansky, Peter Green, Brooke Robbins, Angle Skelly
Advisers: Naval Ravikant
Corporate Sponsors: Republic","Health professionals to provide best practices
Latest information on immunity & risk of spread
Reaching out to partners who are already providing services or need help",2020-04-10 10:32:28.170000-07:00,2020-04-10 10:32:28.170000-07:00,Remote,team@immunecorps.com,False,ImmuneCorps is launched and actively recruiting volunteers & taking requests for help.,Immunecorps.com,100+,True,Launched,An army of the young and the low-risk helping people in need,Global,,642-immunecorps,0,"['Help out communities', 'Map volunteers to needs']",['Anything'],60
806, LOCAL,An application through people can reach local food and basic utility stores so that they can order online and they get delivered in minutes. There should be a catalog for products in every shop listed and the details of the delivery  boy with photo and distance of the shop and live tracking system.,"This is just the start of the project, we are three teammates looking for other volunteers  ",Build a mobile application so that people can order as per convenience and there should be live tracking and grocery catalog to choose where rate amount and total price can be shown .just simple and sober. ,2020-05-03 11:42:19.914000-07:00,2020-05-03 11:42:19.932000-07:00,remote,abhinavsmart122@gmail.com,False,we have made individual prototypes work is going on,Not yet  ,50-100,True,Just started,An app which have access to local shops for ordering online ,IN,,806-local,21,['Help out communities'],"['Design', 'Operations', 'Analytics', 'Community Outreach', 'Data entry', 'Software', 'Marketing', 'Social Media', 'Localization', 'Sales']",60
633,Million smiles,"Due to the lock down alot of daily wagers, small shop keepers, service industry people have either lost there job or have not been paid, we are trying to help people meet ends by reaching out to them with grocery support",At the moment its just me and 3 of my friends,"Data entry
Fund genration
Delivery solution",2020-04-10 00:40:04.995000-07:00,2020-04-10 00:40:04.995000-07:00,Pakistan,Discord,False,We have collected data of people in our neighbourhood,Not yet,10-50,True,Just started,Collecting ration to give out to convid impacted daily wagers,PK,Lahore karachi islamabad,633-million-smiles,0,"['Help out communities', 'Social giving']","['Design', 'Operations', 'Data entry', 'Funding', 'Localization']",61
756,COVID-19 Updates,The team in our project is present to provide information regarding COVID-19. We will help you regarding this by providing accurate information and how to prevent it.,We are a team of 3 members. We need more members for this project.,We have just started the project and a lot has to be done from now.,2020-04-22 05:21:11.137000-07:00,2020-04-22 05:21:11.137000-07:00,remote,,False,The project has been just started on seeing the destruction caused by the pandemic.,demo,10-50,True,Just started,We are here to provide latest information about the pandemic .,Global,,756-covid-19-updates,2,"['Help out communities', 'Social giving', 'Track the outbreak', 'News and information', 'Scale testing', 'Mental health']","['Analytics', 'Content', 'Data entry', 'Design', 'Legal', 'Sales', 'Social Media', 'Volunteer vetting', 'Anything']",62
800,Graphic Designers,"On our multifaceted platform, we are developing a new Covid-19 social media. A holistic, easy to navigate information hub. And innovative services to help those most vulnerable in society. This is a huge project. 
 
We need experienced and passionate Graphic designers professional to join the team. I was hoping this group might be able to point me in the right direction. 
 
You will be joining at an incredibly exciting part of the journey. Meticulous planning and hard work has meant our platform has been released and is set to get to mainstream media attention over the coming week. 
 
If you want to do something with your skills to help millions, be part of an amazing project and know you did something to help humanity in its greatest time of need.",Over 100 skilled volunteers from every continent in the world!,"Wireframes/Graphics: 
- Job involves translating concepts and sketches into user flows, wireframes, mockups and prototypes that lead to intuitive user experiences. 
- Have good knowledge of the Adobe Suite, and be familiar with figma for the presentation of wireframes",2020-05-01 10:59:16.363000-07:00,2020-05-01 10:59:16.378000-07:00,remote,,False,"We have launched and we are looking to expand our team , our platform and our user base. ",www.coronaunity.org,1-10,True,Launched,We are looking for Graphic Designers to join our designer team,Global,,800-graphic-designers,1,"['Help out communities', 'Social giving', 'News and information', 'Mental health', 'Other']",['Design'],62
757,Ruleout Covid-19,"Our solution leverages existing laboratory capabilities and enhances testing capacity to help us beat COVID-19. If you are a laboratory possessing highly-skilled personnel and equipment, you could help us scale COVID-19 Testing.","We are a team of scientists, engineers and policy experts helping design and implement rapidly scalable tests. Specific team bios are at: https://ruleout.org/team

Dr. John Spinosa, MD, Pathologist
Dr. Monica De Baca, MD, Pathologist
Brandon Young, Lab Scientist
Ram Yalamanchili, Engineering
Rodney Lorang, Legal",We need both frontend and backend engineering help to implement a backend API and mobile frontend to onboard patients and disburse results.,2020-04-22 09:20:31.766000-07:00,2020-05-17 13:44:48.272000-07:00,"Remote, we work off slack",Ruleout.org slack,False,"We published our whitepaper on the test, and are currently engaged with several health systems in the Southern California are to help bring rule-out testing into their CLIA labs.",Our test's SOPs and whitepaper are available at https://ruleout.org,1-10,True,In progress,Decentralized PCR based testing for population level screening,US,,757-ruleout-covid-19,36,['Scale testing'],"['Design', 'Software']",62
589,BlockCOVID,"BlockCOVID is an online initiative bringing together developers with the goal of quickly building solutions that address new problems that have arisen due to the COVID-19 outbreak. Primarily using decentralized technologies such as blockchain, the initiative will provide tools, resources and mentorship to developers.",This is a joint initiative between Trycrypto and the Global Shapers Community.  ,"Contribute ideas, join a team to work on an idea with whatever skillset you have. ",2020-04-06 03:28:36.789000-07:00,2020-04-10 12:43:41.644000-07:00,Remote,,False,The virtual innovation camp officially runs from Apr 11 to May 1. ,https://join.slack.com/t/blockcovid/shared_invite/zt-d66uozjr-xQ_bWSy2Up4vfacaRhmS_w,100+,True,In progress,Build solutions to problems that emerge from COVID-19 outbreak,Global,,589-blockcovid,19,"['E-Learning', 'Job placement', 'Help out communities', 'Map volunteers to needs', 'Reduce spread', 'Social giving', 'Track the outbreak', 'News and information', 'Scale testing', 'Treatment R&D', 'Mental health', 'Other']","['Analytics', 'Biology', 'Biotech', 'Content', 'Data entry', 'Design', 'Funding', 'Localization', 'Manufacturing', 'Marketing', 'Medicine', 'Mechanics & Electronics', 'Operations', 'PM', 'QA', 'Social Media', 'Software', 'Volunteer vetting', 'Anything']",62
619,covid-19-graphs,My project can help people follow the progress of cases of corona virus by state in Brazil and worldwide.,"only me at the moment
","good ideas are welcome
",2020-04-08 18:35:07.721000-07:00,2020-04-08 18:35:39.620000-07:00,remote,github (bit.ly/2ViH9CS),False,1 week,yes,1-10,True,In progress,Graphs to help in data especify in Brazil or around the world.,,,619-covid-19-graphs,1,"['Help out communities', 'Map volunteers to needs', 'Track the outbreak', 'News and information']","['Analytics', 'Data entry', 'Software']",62
843,TalentXR,"Teach students a augmented reality with small example to show plant cell and students can drag and drop names to correct cell in plant cell 3d image and learn,should give error when placed in wrong plant cell.
You can take example in this URL for point 3 and list of names in that plant cell 

https://www.visiblebody.com/learn/biology/cells/eukaryotic-cells
Students should be able to use AR in school desktop and mobile app.


Due to COVID-19,all schools are shut,so we want to make students understand and learn better.",I am a government teacher in India.We don't have resources to do this.,Create a mobile app using Augmented reality and just take a small example by using plant cell in biology and students have to match the names and drag and drop at right place in plant cell image using AR.,2020-05-17 23:57:17.631000-07:00,2020-05-18 14:51:55.020000-07:00,,,False,Started,"https://talentxr.godaddysites.com

3D image in Google
https://www.google.com/search?q=plant+cell&oq=pl&aqs=chrome.0.69i59j69i57j69i60j69i65j69i61.960j0j4&client=ms-unknown&sourceid=chrome-mobile&ie=UTF-8",1-10,True,Just started,Teach students with augmented reality mobile app & web browser,IN,,843-talentxr,3,"['E-Learning', 'Help out communities']","['Design', 'Software', 'Anything']",62
644,helpbd.net,"A lot of volunteers want to help and they usually go to their nearest specific location to contribute. And all of it is not coordinated. If we can help everyone contribute evenly, the impact can be maximized.",Naymul Hossain,Help with the website,2020-04-10 22:42:03.131000-07:00,2020-04-10 22:42:03.131000-07:00,Remote,,False,Reaching MVP soon,Not yet,1-10,True,In progress,Helping volunteers work effectively by centralizing the efforts.,BD,,644-helpbd-net,1,"['Help out communities', 'Map volunteers to needs', 'Social giving']","['Design', 'Operations', 'Analytics', 'Software', 'Social Media']",64
750,Alternative Solutions For Rural Communities  - Create Value & Collaborate For Good,"This project will be an ongoing project. We are in the process of developing teams, process, platforms, and solutions to support the most vulnerable populations in refugee camps, towns, villages, rural and marginalized communities that need urgent support, enable governments with information ahead of time, work with academic, and industry to partner on impact projects.

End Goal: Develop Website (SAAS) and App to implement data-driven solutions

Preparing for Disaster - It will happen again, what can we do now. 
In our AI Challenges, based on ML, AI, Blockchain concepts, we will test the systems, and help improve the programs, and or create new programs/solutions as needed in partnership with industry, academia, NGOs and government officials. The following are some themes we will keep in mind as we work on these projects.

A. The Science: How Disaster Could Start Again
B. The Organization: Survival of the Adaptive
C, The Leader: Leading for the Long Run
D. Preparedness: Emergency Planning Checklist for Communities
E. Communication: Getting Straight Talk Right
F. Modelling: Visualizing Your Vulnerabilities
G. Available Resources
H. Policy: What to Expect from Government
I. The Law: Limiting Exposure—of the Legal Kind
J. Test Case: A Preview of Disruption
K. Conversation: Staying Connected
L. Global Impact: All Eyes on the Starting Point

With these concepts in mind, think about ways we can do to improve the community's value to grow our communities. 
Here are 5 steps we can take prior to engaging on projects:

Step 1:  Understand what drives value for our communities during Emergency Preparedness
Step 2:  Understand our value proposition to whom we serve
Step 3:  Identify the community and segment (challenges or opportunities to improve) where are we can create more value relative to current systems/programs
Step 4:  Create a win-win situation for the stakeholders
Step 5:  Focus investments on our most valuable people/communities

We want to facilitate the exchange of solutions by opening up an open, public collaborative environment which is value-driven innovation. Service providers and researcher of solutions can directly post their details online, government and NGO organizations can post their urgent requirements, investors can fund vetted solutions, inexperienced professionals/graduates can obtain certifications, and be openly searched and browsed by anyone who has a demand, in a peer-to-peer fashion. We will also reference a complete list of open tenders/opportunities.

The platform will be subdivided into categories: Design, Test, Implement, and Evaluate phases. Data Quality & Modelling, System Software (Algorithms & Simulation, Epidemiology, Consumer, Public), Hardware (Protection, Decontamination, Detection systems,), and more. We want to get this website up and running and start listing by 26th of June or earlier.","We have 10 member team so far pulled from a different project. We are creating these platforms to improve programs and process of marginalized communities, especially in rural areas so their governance can be improved through our collaborative research, and partnerships.","A. SAAS & App Platform
B. Website Development 
C. Global Outreach
D. Grant & Proposal Writing
E. Digital Communications - Videos, Blogs, Podcasts, Radio, News & Print
F. Program Management - Product and Solution Development, Project Management, Stakeholder Engagement, Strategic Initiatives
",2020-04-20 23:04:52.418000-07:00,2020-04-21 12:20:41.702000-07:00,Remote,contactus@proworkgroups.com,False,Concept Development and Process Innovation Stage,"We have a template, and are working on developing the process.",100+,True,Just started,Global transformation ecosystem to develop & implement solutions,Global,Rural Communities,750-alternative-solutions-for-rural-communities-create-value-collaborate-for-good,4,"['E-Learning', 'Job placement', 'Help out communities', 'Map volunteers to needs', 'Social giving', 'Track the outbreak', 'News and information', 'Scale testing', 'Treatment R&D', 'Mental health', 'Other']","['Analytics', 'Biology', 'Biotech', 'Content', 'Data entry', 'Design', 'Funding', 'Localization', 'Marketing', 'PM', 'QA', 'Social Media', 'Software', 'Volunteer vetting', 'Anything', 'Operations']",64
312,ContactTracer - the mobile app to tracing contacts with disease people and stop spreading COVID-19,"The application helps you to find out how many such people are right next to you and how many people with poor health you met in a day. Share your health anonymously (especially if you feel bad) to defeat the virus altogether. To protect yourself and your loved ones, avoid dangerous contacts or if they already happened on time, consult a doctor.","Daw Software's mobile development team 
https://daw-soft.com","We're looking for marketing volunteers to launch an app on the US market, reach at least 1,000 users in every American & Canadian city & funds to reach auditory",2020-03-23 13:09:57.194000-07:00,2020-05-04 10:22:38.562000-07:00,"California, New York",alx.kzh@gmail.com,False,"20 thousands users. 
We launched the second version of the app on Android:
http://play.google.com/store/apps/details?id=com.dawsoftware.contacttracker",http://play.google.com/store/apps/details?id=com.dawsoftware.contacttracker,50-100,False,Launched,Trace nearby contacts and check your health symptoms anonymously,Global,USA/European Union,312-contacttracer-the-mobile-app-to-tracing-contacts-with-disease-people-and-stop-spreading-covid-19,10,"['Help out communities', 'Reduce spread', 'Track the outbreak', 'News and information']","['Design', 'Volunteer vetting', 'Software', 'Funding', 'Content', 'Anything']",64
328,covidtutoring.org,We are mobilizing a massive volunteer tutor network to alleviate student academic struggles due to widespread school closures. We will use donations for services to: 1. Expand our services to teachers and students 2. crowd-source a sustainable economic stimulus package for displaced workers tutoring from home.,A team of dozens of tech professionals and volunteers.,"We are looking for back end web developers, marketing and recruitment, and customer service (call center workers).",2020-03-23 23:05:30.192000-07:00,2020-05-21 12:05:57.969000-07:00,Remote,www.covidtutoring.com,False,Our service is live!,www.covidtutoring.org,100+,True,Just started,We connect students with volunteer online tutors during COVID-19,Global,,328-covidtutoring-org,3,"['E-Learning', 'Other']","['PM', 'Software', 'Funding', 'Content', 'Anything']",64
363,COVID-19 Hospital Impact Model for Epidemics (CHIME) App,"The CHIME (COVID-19 Hospital Impact Model for Epidemics) Application is designed to assist hospitals and public health officials with understanding hospital capacity needs as they relate to the COVID pandemic. CHIME enables capacity planning by providing estimates of total daily (i.e. new) and running totals of (i.e. census) inpatient hospitalizations, ICU admissions, and patients requiring ventilation. These estimates are generated using a SIR (Susceptible, Infected, Recovered) model, a standard epidemiological modeling technique. Our model has been validated by several epidemiologists including Michael Z. Levy, PhD, Associate Professor of Epidemiology, Department of Biostatistics, Epidemiology and Informatics at the Perelman School of Medicine.","Penn Medicine Predictive Healthcare Team 
Code for Philly - Philadelphia's Code for America brigade
","- answering questions 
- adding functionality requested by hospitals/gov agencies
- python developers, specifically experts on plotly and dash
",2020-03-25 10:38:49.591000-07:00,2020-04-21 19:16:54.767000-07:00,remote,join our slack - codeforphilly.org/chat,False,"The app is up and running - working to develop user documentation, answer questions, helping orgs understand and use the app, hardening the platform",https://penn-chime.phl.io/,10-50,True,In progress,Building tools to help medical providers estimate capacity needs.,Global,,363-covid-19-hospital-impact-model-for-epidemics-chime-app,53,"['Help out communities', 'Reduce spread', 'Track the outbreak', 'Medical facilities']","['Medicine', 'Software']",65
1,Help With Covid,"Help With COVID is a clearing house for people (especially engineers & software developers, bio, medicine, manufacturing) to find projects to contribute to, and for projects to find help.

We've been overwhelmed by the number of people who want to help, and the number of high-quality projects that need it.  Our hope is that this is a way for projects and people to find each other and to get to the other side of this as soon as possible.",Check out our About page!,"The number one thing we'd love help with is to spread the word. Share it on Twitter/Slack/LinkedIn.

We've love help with curating ideas.",2020-03-16 19:35:14.582000-07:00,2020-05-01 13:15:57.142000-07:00,Remote,Discord: https://discord.gg/875AhXS.,False,"An amazing core team, website and Discord up and running and helping people.","http://helpwithcovid.com :P

Also https://github.com/helpwithcovid/covid-volunteers.",1-10,False,Launched,We want to help vetted projects get the resources they need. Fast.,Global,,1-help-with-covid,269,['Map volunteers to needs'],['Software'],66
729,Open Source Against Covid,"Too many developers are starting their own projects when existing ones desperately need their help. There are over 36,000 COVID-related projects on GitHub already.

But how many of them will be of any use?! Let's stop reinventing the wheel and connect developers to projects that can actually make a difference!

We curated a list of the most credible open-source endeavours, available on explore.ovio.org/covid-19

The list is open-source here https://github.com/oviohub/covid-19-projects",The team at Ovio.org and a few volunteers are already working on this.,"- source and curate projects
- social media
- understand project needs at the tech level
- match developers to projects and tasks
- developers!",2020-04-16 16:09:33.298000-07:00,2020-04-16 23:45:46.571000-07:00,remote,,False,explore.ovio.org/covid-19 is live and our list has 50+ projects already and hundreds of dev views per day.,explore.ovio.org/covid-19,10-50,True,Launched,Connect developers to the most impactful open-source projects/tasks,Global,,729-open-source-against-covid,0,"['Map volunteers to needs', 'Other']","['PM', 'Software', 'Content', 'Social Media']",67
610,PPE-Express,"We are a volunteer-run group sourcing and distributing PPE around the country.  We have built out a distribution network operating in 10 states, and are expanding daily!  We ship Surgical masks, N95s, Gloves, Gowns, Shoe Covers, Hair Nets, Disposable Thermometers, and more. ","We are a lean team and would like to keep it that way so we can continue to move fast and ship PPE. That being said, we still need help!","We are always looking to onboard more individuals who can take care of last mile delivery from our various warehouses.  We also need a growth hacker to help us expand our social media presence and field more requests.

We use Zendesk to triage inbound and could use a couple more agents.
Of course like most organizations we could also use more financial support.",2020-04-08 03:50:36.262000-07:00,2020-04-08 04:01:50.025000-07:00,"USA, Singapore, or any Remote location for Social media and Zendesk triage",inbound@ppe-express.org,False,"36000 Masks
3000 Gloves
550 Surgical Gowns
1000 Misc Supplies
","Check out are daily stats here, as well as our gallery!

https://www.ppe-express.prg",1-10,True,In progress,Volunteer-run NGO sourcing and distributing PPE around the country.,,,610-ppe-express,0,"['Help out communities', 'Reduce spread', 'Social giving', 'Medical facilities', 'Medical equipments']","['Operations', 'Analytics', 'Data entry', 'Funding', 'Social Media']",67
634,COVID19 Helper,"COVID 19 Helper is a web-based application to help people locate goods and services near their location.
COVID 19 crisis has caused many shops to close, while there are many new services which have come up to help people in need.
The information about these entities is spread via social networks like Facebook, and WhatsApp.
There is no central repository, and discoverability is extremely limited.","We already are a team of 4-5 people working on documentation, testing, UX, and coding","Documentation: Website usage manuals, help section, promotional material
Testing: This is a mobile-first website. Need to test on as many different mobiles as possible
Data gathering: The information about these temporary services are right now shared in WhatsApp, and Facebook groups. We will have to collect data from all such sources
Coding : React js is used for UI. Need coders for feature development and bug fixes",2020-04-10 04:03:12.467000-07:00,2020-04-10 04:03:12.467000-07:00,Remote,,False,"It has been in development for more than a week.
We intend to ship out an MVP (minimum viable prototype) ASAP.","Website: https://fightcoronapune.com
Alternate URL : d2nnxcn6muizg8.cloudfront.net (Occasional DNS issues with fightcoronapune.com)
Github:   https://github.com/lihas/COVID19Helper",1-10,True,In progress,Connecting people with goods and services operational at the moment,Global,,634-covid19-helper,4,"['Help out communities', 'Map volunteers to needs']","['Design', 'Data entry', 'QA', 'Software', 'Content', 'Localization']",67
847,Remote Learning,Remote Learning aims to put the offline classroom into the digital world and allows teachers and students learn together even if they are not in the same room.,Currently I am the only person working on this platform.,"Share and market the platform, continue building new features to the platform such as scheduling, assigning groups, creating activities, point system etc.",2020-05-20 21:34:05.049000-07:00,2020-05-20 21:34:05.066000-07:00,Remote,sam@realitything.com,False,The MVP version has been developed and is live.,https://www.remotelearning.space/,1-10,True,Launched,"Collaborate, draw, ask questions and challenge others in real-time.",Global,,847-remote-learning,3,['E-Learning'],"['Analytics', 'Community Outreach', 'Content', 'Design', 'Funding', 'Legal', 'Localization', 'Marketing', 'PM', 'QA', 'Sales', 'Social Media', 'Software', 'Anything']",67
604,The Nice List ,We're building a global food security community. Imagine it like a decentralised food bank designed to track and improve community food resources and resilience. ,"I'm CJ, social entrepreneur/growth hacker. Anne, my good friend is a chef and food waste activist.","Marketing: Growth hacking, PR squadron 
Dev: taking this to the next level to build in mapping, tracking and decentralised management
",2020-04-07 20:19:19.761000-07:00,2020-04-11 19:36:51.456000-07:00,Remote,email cj.tayeh@gmail.com ,False,We have launched our MVP,Best to check out the website and then get in touch,1-10,True,Launched,We're securing community food supply by bringing neighbours together,Global,"UK, AU to start",604-the-nice-list,1,"['Map volunteers to needs', 'Social giving', 'Other']","['Design', 'PM', 'Analytics', 'Software', 'Funding', 'Marketing', 'Social Media', 'Localization']",68
723,Matilda Kosta,"We are exploring the link between psychological symptoms and  the Novel Coronavirus (COVID-19) quarantine. We will ask you about your thoughts, and you will see some images of landscapes. 
You are invited to take part in this online questionnaire. There are no wrong answers. We want you to answer as relevant for you.","Francesca Di Carmine, Edvaldo Begotaraj",There are some parts of the questionnaire that are mandatory and some images you should see for at least 10 seconds,2020-04-16 07:10:37.464000-07:00,2020-04-16 07:24:19.566000-07:00,Remote,matildakosta@gmail.com,False,We just started ,https://forms.gle/z7TR3TeRHQL4ftQMA,100+,True,Just started,Relationship between nature and psychological effects due to COVID-19,Global,,723-matilda-kosta,0,[],['Anything'],69
817,Not Alone!,"Not Alone! is a group of engaged volunteers from communities at the least risk for severe COVID-19 reactions working to bring groceries and supplies to those in high-risk demographics. We’re focused most prominently on the elderly, persons with a disability, and immunocompromised, in a need of help.",A bunch of volunteers.,"- More volunteers in Chennai for making deliveries
-  Volunteers to launch & lead new city chapters
-  Social media campaigns
-  Content creation
- Help in making the website user friendly for blind persons
-  Anything else and everything else that would make things better!",2020-05-07 23:42:45.308000-07:00,2020-05-07 23:42:45.336000-07:00,"Local, remote both",team.notalone@yandex.com,False,We have launched in one city - Chennai in India and looking to go over to other cities when we find city volunteers to lead the efforts in local areas.,It's live now.,100+,True,Launched,Neighbourhood volunteers making deliveries to Persons with disability,Global,"Currently in Chennai city, India. Looking to go beyond.",817-not-alone,0,"['Help out communities', 'Map volunteers to needs']","['Operations', 'Volunteer vetting', 'Community Outreach', 'Content', 'Anything', 'Marketing', 'Social Media', 'Localization']",69
829,Accessible Contact Tracing System,"In resuming commercial activities and relaxing public quarantines related to the CoVID-19 pandemic, a method for logging public visits to business premises (or other public places) is needed to facilitate contact tracing in the event of an infection being detected.

The concept is a highly-accessible system that uses existing cellphone infrastructure (no smartphone/data needed) that is already used worldwide. No apps, no pre-registration, no data. Just a missed-call to a number at the premises you visit. 

This makes the system available to the largest number of people worldwide, and shifts the responsibility of buy-in from the user to governments/institutions. Users don't even need to know about it until the moment they use it. ","I developed the idea myself. Just needs awareness and institutional buy-in, to be implemented at national levels. ","This concept is ready to go, requiring only administrative commitment between governments and telcos. What's needed is awareness and lobbying. Share and talk about it until it reaches someone who can make a difference. ",2020-05-12 07:29:54.505000-07:00,2020-05-17 13:48:36.165000-07:00,remote,jason@jkn.media,False,The full concept paper is available for all to use. Governments and telcos only need to make an administrative commitment to implement it. No additional developments costs to existing telco operations. ,Full concept paper at jkn.media/acts,100+,True,Just started,"No apps, no data, no cost. Contact tracing is already in your hands. ",Global,,829-accessible-contact-tracing-system,0,"['Reduce spread', 'Track the outbreak']","['Community Outreach', 'Marketing', 'Social Media']",69
113,COVID-19 City level outbreak capacity (CLOC) research campaign,"flashpub.io is a startup that partners with specific research communities to accelerate discovery with smaller, faster research reports. We're launching an outbreak science community to rapidly publish and update spread models of COVID-19 at the city level and predict when cities may reach a tipping point in hospitalizations vs capacity. This project will help fill a critical missing information gap in modeling data at the city level that can be used to make resource allocation decisions. Model predictions for each city will be published and peer reviewed at outbreak.flashpub.io.","We're a small team of 3 developers and science activists that are partnering with relevant members of the research community. We're in discussions with metabiota.com, MIDAS, and various clinicians and infectious disease modelers. Research is currently being published on biorxiv, medrxiv, and shared on twitter. Modeling data and spread information is being posted on metabiota.com, nextstrain, and various institutions such as johnshopkins and CZI biohub.",We need editorial help from epidemeologists and infectious disease experts. We need data scientists and modelers with and without experience in infectious disease to work on generating tools and models of COVID-19 spread and tipping point predictions at the city level.,2020-03-18 13:26:47.307000-07:00,2020-05-04 12:43:46.212000-07:00,Remote,Contact us at hello@flashpub.io and we'll give you all the details,False,"We are at the beginning, but the project is growing very fast.",No,100+,True,In progress,COVID-19 models that help local communities on city and county level.,Global,,113-covid-19-city-level-outbreak-capacity-cloc-research-campaign,59,"['Help out communities', 'Reduce spread', 'Social giving', 'Track the outbreak', 'News and information', 'Medical facilities']","['Biotech', 'Medicine', 'Software']",69
627,"Givee - Indexing free digital tools that help businesses, teams, and families","In response to the pandemic, Zoom CEO Eric Yuan recently reminded us that we can all help each other in our own ways. He has provided K-12 educators with free access to the videoconferencing platform so students can continue learning.

Inspired, I shared an idea with Jason Feifer, editor in chief at Entrepreneur: a simple, organized list of free product and service offerings from all types of companies. Access to these powerful tools can help organizations, teams and families.",Solo so far!,"Software development, Growth Marketing",2020-04-09 12:27:52.581000-07:00,2020-04-09 12:27:52.581000-07:00,Remote,adam.soccolich@gmail.com,False,"The project quickly turned into an article on Entrepreneur.com:
https://www.entrepreneur.com/article/347840

And a website to keep up with all the submissions:
www.GoGivee.com",www.GoGivee.com,10-50,True,Launched,"Indexing free digital tools that help businesses, teams, and families",Global,,627-givee-indexing-free-digital-tools-that-help-businesses-teams-and-families,2,['Social giving'],"['Design', 'PM', 'Data entry', 'Software', 'Funding', 'Content', 'Marketing', 'Social Media']",69
753,CODI,"Many people have had COVID-19 without ever getting tested. To map how far it has spread and the level of immunity that people have developed, it seems likely that we will shift to at-home antibody testing. We are building an app that connects users to trusted antibody tests, guides them through the testing process, asks them to fill out a questionnaire, and then calculates a likelihood of infection and strength of immune response by integrating a picture of the test with the questionnaire answers. ","We formed out of a winning team at the MIT COVID-19 Challenge, and have since grown to over 20 people. We are developers, biologists, statisticians, ML engineers and many more. ","Social media to raise awareness of at-home antibody testing becoming likely in the near future. 
UI/UX developers to ensure a high-quality user experience. 
Identifying funding sources to support our data storage and analytics costs. 
Legal advisory on HIPAA/GDPR-compliant data storage. 
",2020-04-21 22:25:44.564000-07:00,2020-04-21 22:25:44.564000-07:00,Remote,,False,We hope to have trained our image classification algorithm and integrated it into an app by the end of April/beginning of May. ,Coming soon. ,1-10,True,In progress,"Making at-home antibody testing affordable, reportable, and reliable. ",Global,,753-codi,1,"['Reduce spread', 'Track the outbreak']","['Software', 'Funding', 'Legal', 'Social Media']",70
